community_id,total_doctors_in_community,total_orgs_in_community,total_shared_doctors_in_community,zip,cty,st,lat,long
405,120,4,40,47421,BEDFORD,IN,38.865549,-86.46897
406,623,18,126,80920,COLORADO SPRINGS,CO,38.952366,-104.76701
407,984,58,84,08060,WESTAMPTON,NJ,39.991562,-74.79747
408,2227,47,688,48827,EATON RAPIDS,MI,42.507093,-84.6579
409,528,60,76,43050,MOUNT VERNON,OH,40.385636,-82.48254
410,568,41,46,40324,GEORGETOWN,KY,38.221179,-84.55465
411,3676,70,411,28025,CONCORD,NC,35.400407,-80.56574
412,536,13,112,98133,SEATTLE,WA,47.733852,-122.34461
413,66,3,35,92056,OCEANSIDE,CA,33.195354,-117.28232
414,6041,101,465,97477,SPRINGFIELD,OR,44.061057,-123.01769
415,138,10,31,40422,DANVILLE,KY,37.644426,-84.78862
416,5069,73,285,77380,SHENANDOAH,TX,30.143485,-95.46821
417,22,3,2,33308,FORT LAUDERDALE,FL,26.191111,-80.10846
418,6,2,2,91754,MONTEREY PARK,CA,34.048207,-118.14161
419,12,2,4,80230,DENVER,CO,39.721763,-104.89627
420,3,2,3,33176,MIAMI,FL,25.653431,-80.35999
421,16,4,5,70433,COVINGTON,LA,30.470793,-90.10491
422,8,2,1,46321,MUNSTER,IN,41.551457,-87.50143
423,9,3,2,60608,CHICAGO,IL,41.850532,-87.6699
424,2,2,2,30901,AUGUSTA,GA,33.461121,-81.97265
425,762,14,141,07748,MIDDLETOWN,NJ,40.410213,-74.11718
426,247,22,85,48327,WATERFORD,MI,42.642764,-83.40273
427,615,17,83,13903,BINGHAMTON,NY,42.077258,-75.90226
428,327,15,98,33446,DELRAY BEACH,FL,26.452473,-80.16509
429,6,2,1,40601,FRANKFORT,KY,38.201649,-84.86935
430,4,3,2,20105,STONE RIDGE,VA,38.964054,-77.60878
431,5,2,1,03301,CONCORD,NH,43.213705,-71.53774
432,3,2,2,85351,SUN CITY,AZ,33.60642,-112.28316
433,3,2,1,37067,FRANKLIN,TN,35.921811,-86.7952
434,493,46,72,11355,FLUSHING,NY,40.749463,-73.81941
435,9,4,4,17050,MECHANICSBURG,PA,40.249543,-77.002296
436,726,116,219,19130,PHILADELPHIA,PA,39.968262,-75.17222
437,34,2,1,27614,RALEIGH,NC,35.939255,-78.60317
438,3,2,2,66212,OVERLAND PARK,KS,38.959606,-94.68189
439,6,2,1,12303,SCHENECTADY,NY,42.769009,-73.93619
440,31,3,14,38801,TUPELO,MS,34.23615,-88.75665
441,6,3,4,95116,SAN JOSE,CA,37.34964,-121.8544
442,13,3,2,08221,LINWOOD,NJ,39.348616,-74.57387
443,548,16,67,60467,ORLAND PARK,IL,41.598255,-87.89201
444,353,40,43,34748,LEESBURG,FL,28.797245,-81.88466
445,21,3,7,22630,FRONT ROYAL,VA,38.926615,-78.17499
446,2,2,2,08096,WOODBURY,NJ,39.830313,-75.13221
447,7,3,2,45069,"WEST CHESTER, OH",OH,39.343757,-84.40249
448,8,2,1,85013,PHOENIX,AZ,33.50711,-112.08483
449,10,2,1,04901,WATERVILLE,ME,44.554965,-69.61297
450,813,50,102,80920,COLORADO SPRINGS,CO,38.952366,-104.76701
451,4039,47,560,54303,GREEN BAY,WI,44.530892,-88.04482
452,10,4,3,06374,PLAINFIELD,CT,41.684777,-71.91911
453,11,2,1,98004,BELLEVUE,WA,47.618371,-122.20308
454,10,2,1,63017,CHESTERFIELD,MO,38.647023,-90.53918
455,5,2,3,18954,RICHBORO,PA,40.214652,-75.00379
456,3,2,1,78028,KERRVILLE,TX,30.042529,-99.15152
457,5,2,1,75149,MESQUITE,TX,32.767329,-96.60759
458,11,4,1,76015,ARLINGTON,TX,32.691393,-97.13546
459,6,2,5,12414,CATSKILL,NY,42.223002,-73.90452
460,40,4,11,82701,NEWCASTLE,WY,43.738237,-104.44387
461,46,2,1,68106,OMAHA,NE,41.242313,-95.99897
462,232,6,36,28403,WILMINGTON,NC,34.221512,-77.88452
463,3,2,1,33016,HIALEAH,FL,25.887983,-80.33284
464,4,2,1,91403,SHERMAN OAKS,CA,34.152513,-118.46396
465,8,4,3,07052,WEST ORANGE,NJ,40.78865,-74.25541
466,2,2,2,55063,PINE CITY,MN,45.824236,-92.95813
467,12,2,1,06824,FAIRFIELD,CT,41.163879,-73.265744
468,3,2,1,92553,MORENO VALLEY,CA,33.923243,-117.24211
469,3252,45,416,18042,EASTON,PA,40.681798,-75.22082
470,343,33,49,85712,TUCSON,AZ,32.249551,-110.8878
471,740,70,64,18940,NEWTOWN,PA,40.246802,-74.93912
472,1414,66,174,48734,FRANKENMUTH,MI,43.340413,-83.74123
473,984,65,124,29927,HARDEEVILLE,SC,32.277216,-81.07847
474,4,2,1,74075,STILLWATER,OK,36.149394,-97.05784
475,6,2,1,83301,TWIN FALLS,ID,42.530288,-114.47509
476,4,2,1,71360,PINEVILLE,LA,31.352105,-92.4006
477,73,5,7,83301,TWIN FALLS,ID,42.530288,-114.47509
478,800,18,63,78229,SAN ANTONIO,TX,29.499454,-98.57166
479,239,25,18,53188,WAUKESHA,WI,43.020762,-88.26852
480,102,8,8,33511,BRANDON,FL,27.911201,-82.2948
481,1414,93,118,94301,PALO ALTO,CA,37.443688,-122.15071
482,575,69,64,90505,TORRANCE,CA,33.810848,-118.35096
483,146,31,26,33016,HIALEAH,FL,25.887983,-80.33284
484,905,37,103,10918,CHESTER,NY,41.35648,-74.26072
485,622,53,79,08037,HAMMONTON,NJ,39.625291,-74.77705
486,464,9,14,02184,BRAINTREE,MA,42.209555,-70.99968
487,15,2,1,27608,RALEIGH,NC,35.808451,-78.64667
488,584,35,81,33308,FT LAUDERDALE,FL,26.191111,-80.10846
489,172,24,21,31533,DOUGLAS,GA,31.522042,-82.84153
490,1267,53,127,33606,TAMPA,FL,27.936799,-82.46911
491,4,2,2,33063,MARGATE,FL,26.251909,-80.21016
492,121,9,29,41339,JACKSON,KY,37.533559,-83.34547
493,322,25,70,10567,CORTLANDT MANOR,NY,41.300813,-73.8908
494,2,2,2,88220,CARLSBAD,NM,32.408311,-104.29134
495,5,2,1,19901,DOVER,DE,39.16426,-75.51163
496,260,26,43,98502,OLYMPIA,WA,47.071484,-122.97702
497,121,13,20,78732,AUSTIN,TX,30.382724,-97.89459
498,1391,55,216,85255,SCOTTSDALE,AZ,33.697268,-111.88321
499,4,2,1,76010,ARLINGTON,TX,32.723382,-97.08498
500,58,19,11,11787,SMITHTOWN,NY,40.853343,-73.20777
501,5,2,1,35068,FULTONDALE,AL,33.611297,-86.81518
502,630,46,121,22408,FREDERICKSBURG,VA,38.236023,-77.46111
503,29,2,22,30024,SUWANEE,GA,34.052698,-84.07485
504,5,2,1,98506,OLYMPIA,WA,47.069339,-122.87249
505,278,6,149,45714,BELPRE,OH,39.297622,-81.5958
506,2271,112,182,33948,PORT CHARLOTTE,FL,26.984486,-82.14859
507,14,2,1,68510,LINCOLN,NE,40.807106,-96.65634
508,17,3,2,63112,SAINT LOUIS,MO,38.661351,-90.28434
509,13,2,5,01440,GARDNER,MA,42.575355,-71.99183
510,7,3,2,02703,ATTLEBORO,MA,41.928099,-71.31456
511,13,2,1,32566,NAVARRE,FL,30.435069,-86.89025
512,11,4,4,34239,SARASOTA,FL,27.310924,-82.5213
513,28,2,1,60062,NORTHBROOK,IL,42.124576,-87.84303
514,111,12,31,82901,ROCK SPRINGS,WY,41.594542,-109.16304
515,19,2,1,85281,TEMPE,AZ,33.426885,-111.92733
516,1617,49,218,53220,GREENFIELD,WI,42.969115,-87.99141
517,46,5,13,02767,RAYNHAM,MA,41.934586,-71.04905
518,6,3,3,43054,NEW ALBANY,OH,40.080252,-82.82462
519,279,18,51,92618,IRVINE,CA,33.659639,-117.73948
520,746,37,94,62062,MARYVILLE,IL,38.726548,-89.9572
521,93,7,21,60521,HINSDALE,IL,41.772915,-87.92996
522,19,2,1,19107,PHILADELPHIA,PA,39.952112,-75.15853
523,1010,42,109,36608,MOBILE,AL,30.69044,-88.19701
524,33,6,4,70360,HOUMA,LA,29.593377,-90.7475
525,729,37,91,60915,BRADLEY,IL,41.144256,-87.86239
526,534,25,62,83544,OROFINO,ID,46.485334,-116.20071
527,629,46,51,18940,NEWTOWN,PA,40.246802,-74.93912
528,330,13,95,29927,HARDEEVILLE,SC,32.277216,-81.07847
529,214,37,62,33486,BOCA RATON,FL,26.344955,-80.11226
530,512,27,97,52627,FORT MADISON,IA,40.637694,-91.33866
531,274,26,83,33308,FORT LAUDERDALE,FL,26.191111,-80.10846
532,1149,22,273,53821,PRAIRIE DU CHIEN,WI,43.036566,-91.11838
533,19,4,6,14621,ROCHESTER,NY,43.185163,-77.60368
534,14,2,1,21122,PASADENA,MD,39.125776,-76.51863
535,34,3,3,32578,NICEVILLE,FL,30.500901,-86.45335
536,2,2,2,42240,HOPKINSVILLE,KY,36.866845,-87.47617
537,267,15,74,85710,TUCSON,AZ,32.213291,-110.82559
538,332,35,93,22311,ALEXANDRIA,VA,38.837312,-77.12064
539,29,2,1,31904,COLUMBUS,GA,32.513391,-84.97753
540,1810,61,171,37919,KNOXVILLE,TN,35.922881,-84.00384
541,9,3,7,75094,MURPHY,TX,33.009681,-96.61113
542,3,2,1,35244,HOOVER,AL,33.356981,-86.81577
543,4,3,1,75150,MESQUITE,TX,32.818392,-96.63355
544,3,2,3,83651,NAMPA,ID,43.583454,-116.58697
545,2007,50,178,61820,CHAMPAIGN,IL,40.114931,-88.24322
546,6,4,4,01960,PEABODY,MA,42.534045,-70.96146
547,5,2,1,43212,COLUMBUS,OH,39.988114,-83.04268
548,28,3,2,23462,VIRGINIA BEACH,VA,36.839648,-76.15177
549,2192,60,248,33607,TAMPA,FL,27.963798,-82.49537
550,1158,37,78,59102,BILLINGS,MT,45.778852,-108.5742
551,1142,35,102,33431,BOCA RATON,FL,26.381304,-80.09623
552,405,14,27,24014,ROANOKE,VA,37.236753,-79.93549
553,272,15,56,23462,VIRGINIA BEACH,VA,36.839648,-76.15177
554,44,7,5,30253,MCDONOUGH,GA,33.455031,-84.17215
555,9,2,1,60657,CHICAGO,IL,41.940832,-87.65852
556,237,16,33,15701,INDIANA,PA,40.626307,-79.16146
557,11,2,1,68803,GRAND ISLAND,NE,40.916866,-98.38749
558,16,4,4,07940,MADISON,NJ,40.75875,-74.41609
559,11,2,1,58201,GRAND FORKS,ND,47.899217,-97.05896
560,4,2,1,78258,SAN ANTONIO,TX,29.649797,-98.50406
561,7,2,7,75088,ROWLETT,TX,32.897459,-96.5497
562,8,4,2,44632,HARTVILLE,OH,40.96289,-81.32814
563,3,2,2,77070,HOUSTON,TX,29.978801,-95.57655
564,1085,74,107,34202,LAKEWOOD RANCH,FL,27.434755,-82.40211
565,509,48,58,60616,CHICAGO,IL,41.8474,-87.63126
566,3,2,2,42104,BOWLING GREEN,KY,36.930527,-86.44751
567,16,3,2,36830,AUBURN,AL,32.577135,-85.47282
568,23,3,7,02062,NORWOOD,MA,42.185974,-71.20166
569,62,6,3,30120,CARTERSVILLE,GA,34.167327,-84.82764
570,92,4,19,68106,OMAHA,NE,41.242313,-95.99897
571,3,2,2,70810,BATON ROUGE,LA,30.361609,-91.09041
572,18,3,2,98221,ANACORTES,WA,48.495234,-122.61976
573,7,3,3,60623,CHICAGO,IL,41.850232,-87.718
574,4,2,2,60448,MOKENA,IL,41.536782,-87.88582
575,26,2,6,25304,CHARLESTON,WV,38.313411,-81.58564
576,102,6,69,11219,BROOKLYN,NY,40.632449,-73.99629
577,3,2,2,55331,EXCELSIOR,MN,44.901368,-93.58278
578,2,2,2,08755,TOMS RIVER,NJ,40.010092,-74.23032
579,9,3,3,07103,NEWARK,NJ,40.738501,-74.19507
580,218,25,27,33948,PORT CHARLOTTE,FL,26.984486,-82.14859
581,606,21,59,74501,MCALESTER,OK,34.944399,-95.75709
582,36,2,1,72086,LONOKE,AR,34.7964,-91.90949
583,12,2,2,19320,COATESVILLE,PA,39.978456,-75.82275
584,459,60,111,02135,BRIGHTON,MA,42.348418,-71.15349
585,610,48,62,60563,NAPERVILLE,IL,41.794885,-88.16188
586,236,28,74,35758,MADISON,AL,34.715065,-86.73964
587,6,2,1,32963,VERO BEACH,FL,27.676376,-80.37248
588,4,2,1,11102,ASTORIA,NY,40.771286,-73.92462
589,122,18,30,35758,MADISON,AL,34.715065,-86.73964
590,9,2,1,33613,TAMPA,FL,28.077994,-82.44989
591,3,2,1,15601,GREENSBURG,PA,40.298765,-79.54126
592,13,3,1,07450,RIDGEWOOD,NJ,40.983997,-74.11438
593,7,2,1,33040,KEY WEST,FL,24.567593,-81.7566
594,5,2,1,60640,CHICAGO,IL,41.973181,-87.6665
595,15,4,7,11224,BROOKLYN,NY,40.576589,-73.99172
596,2,2,2,78212,SAN ANTONIO,TX,29.460381,-98.49649
597,2,2,2,30813,GROVETOWN,GA,33.459489,-82.20102
598,4,2,2,58078,WEST FARGO,ND,46.875367,-96.90503
599,29,3,2,34442,HERNANDO,FL,28.932925,-82.39477
600,8,4,3,43545,NAPOLEON,OH,41.388278,-84.12511
601,5,2,1,28012,BELMONT,NC,35.2406,-81.04028
602,6,2,1,53916,BEAVER DAM,WI,43.456814,-88.84058
603,10,3,2,89015,HENDERSON,NV,36.030927,-114.96787
604,12,2,1,72476,WALNUT RIDGE,AR,36.068015,-90.94429
605,631,39,100,93901,SALINAS,CA,36.665879,-121.65497
606,11,6,5,22920,AFTON,VA,37.987812,-78.79701
607,11,2,1,13021,AUBURN,NY,42.922273,-76.55882
608,19,3,2,08054,MOUNT LAUREL,NJ,39.949446,-74.90342
609,3,2,1,20751,DEALE,MD,38.786949,-76.55335
610,9,3,2,43143,MOUNT STERLING,OH,39.710455,-83.28776
611,69,6,7,33762,CLEARWATER,FL,27.883118,-82.68389
612,3,2,3,77984,SHINER,TX,29.442934,-97.18691
613,7,3,2,92315,BIG BEAR LAKE,CA,34.241295,-116.90328
614,7,2,1,91786,UPLAND,CA,34.101659,-117.65776
615,2,2,2,92108,SAN DIEGO,CA,32.7736,-117.13785
616,40,6,7,33881,WINTER HAVEN,FL,28.051985,-81.72457
617,433,56,68,60649,CHICAGO,IL,41.761734,-87.57072
618,27,8,14,56301,SAINT CLOUD,MN,45.526066,-94.20649
619,5,3,2,16505,ERIE,PA,42.100307,-80.15552
620,444,35,99,79119,AMARILLO,TX,35.097488,-101.98105
621,5,2,1,92660,NEWPORT BEACH,CA,33.634821,-117.87453
622,8,2,1,98122,SEATTLE,WA,47.61157,-122.30406
623,9,2,1,10001,NEW YORK,NY,40.750742,-73.99653
624,21,6,3,20176,LANSDOWNE,VA,39.138978,-77.54519
625,818,32,75,85234,GILBERT,AZ,33.36344,-111.75093
626,95,25,36,25601,LOGAN,WV,37.833826,-82.00011
627,891,43,88,32117,DAYTONA BEACH,FL,29.238606,-81.05316
628,100,16,36,31069,PERRY,GA,32.460791,-83.73541
629,389,16,62,98221,ANACORTES,WA,48.495234,-122.61976
630,5,2,2,64118,GLADSTONE,MO,39.213082,-94.57248
631,345,22,59,51301,SPENCER,IA,43.150381,-95.14466
632,60,12,10,18940,NEWTOWN,PA,40.246802,-74.93912
633,31,3,3,70546,JENNINGS,LA,30.242533,-92.66375
634,32,3,2,89144,LAS VEGAS,NV,36.181142,-115.32557
635,90,17,17,73120,OKLAHOMA CITY,OK,35.579488,-97.56496
636,7,2,1,19145,PHILA,PA,39.922262,-75.18259
637,4,2,1,83221,BLACKFOOT,ID,43.211238,-112.39454
638,6,2,1,11758,MASSAPEQUA,NY,40.68085,-73.46289
639,13,5,5,06010,BRISTOL,CT,41.682249,-72.93365
640,6,2,1,97401,EUGENE,OR,44.06092,-123.08275
641,45,14,15,48075,SOUTHFIELD,MI,42.465275,-83.2264
642,10,2,2,32405,PANAMA CITY,FL,30.195424,-85.66458
643,12,2,1,33511,BRANDON,FL,27.911201,-82.2948
644,4,2,1,30909,AUGUSTA,GA,33.475936,-82.0697
645,71,20,19,90057,LOS ANGELES,CA,34.061911,-118.27687
646,11,2,1,32117,DAYTONA BEACH,FL,29.238606,-81.05316
647,49,10,13,70360,HOUMA,LA,29.593377,-90.7475
648,3,2,1,72150,SHERIDAN,AR,34.31985,-92.39319
649,7,2,1,72653,MOUNTAIN HOME,AR,36.329026,-92.35781
650,4,2,2,72227,LITTLE ROCK,AR,34.771024,-92.37117
651,13,3,2,97504,MEDFORD,OR,42.334496,-122.83547
652,17,2,1,97701,BEND,OR,44.091256,-121.29769
653,31,2,1,91942,LA MESA,CA,32.785,-117.0186
654,3,2,1,77025,HOUSTON,TX,29.69023,-95.43474
655,62,3,2,62839,FLORA,IL,38.667752,-88.48855
656,20,2,1,32904,W MELBOURNE,FL,28.073891,-80.67167
657,15,4,2,42420,HENDERSON,KY,37.825094,-87.56055
658,10,4,2,48034,SOUTHFIELD,MI,42.474234,-83.29078
659,19,3,8,95648,LINCOLN,CA,38.902873,-121.29795
660,25,2,3,33544,WESLEY CHAPEL,FL,28.26658,-82.34222
661,17,2,1,68506,LINCOLN,NE,40.785557,-96.64599
662,15,2,15,57701,RAPID CITY,SD,44.085288,-103.21335
663,32,2,1,89423,MINDEN,NV,39.009564,-119.75557
664,4,2,1,40219,LOUISVILLE,KY,38.141638,-85.68218
665,8,2,1,48183,WOODHAVEN,MI,42.137071,-83.21446
666,521,34,64,06705,WATERBURY,CT,41.54903,-72.99861
667,22,5,4,92835,FULLERTON,CA,33.903164,-117.91224
668,11,2,1,78251,SAN ANTONIO,TX,29.466061,-98.67004
669,11,3,7,02903,PROVIDENCE,RI,41.8208,-71.41306
670,43,9,10,11021,GREAT NECK,NY,40.787068,-73.72577
671,6,2,1,34243,SARASOTA,FL,27.407657,-82.52923
672,5,2,3,29907,BEAUFORT,SC,32.447677,-80.642097
673,6,2,1,10011,NEW YORK,NY,40.741012,-74.00012
674,446,31,94,11354,FLUSHING,NY,40.767969,-73.82496
675,9,2,1,25601,LOGAN,WV,37.833826,-82.00011
676,19,3,2,32162,THE VILLAGES,FL,28.945246,-81.987609
677,672,46,59,89052,HENDERSON,NV,35.979863,-115.09895
678,3,2,1,01905,LYNN,MA,42.464879,-70.97411
679,1311,44,178,63128,SAINT LOUIS,MO,38.500734,-90.37113
680,3,2,1,98033,KIRKLAND,WA,47.67903,-122.1934
681,13,7,3,11373,ELMHURST,NY,40.736076,-73.87804
682,2,2,2,07601,HACKENSACK,NJ,40.888678,-74.0488
683,5,3,3,85258,SCOTTSDALE,AZ,33.566635,-111.89337
684,14,4,3,23455,VIRGINIA BEACH,VA,36.889797,-76.1426
685,11,3,2,99216,SPOKANE VALLEY,WA,47.665819,-117.21699
686,83,6,5,21921,ELKTON,MD,39.626736,-75.84294
687,30,4,3,53224,MILWAUKEE,WI,43.153865,-88.04032
688,4,2,1,19082,UPPER DARBY,PA,39.958512,-75.26856
689,109,11,82,11354,FLUSHING,NY,40.767969,-73.82496
690,4,2,1,07860,NEWTON,NJ,41.0714,-74.80199
691,6,2,1,02895,WOONSOCKET,RI,42.001731,-71.50722
692,10,3,2,59715,BOZEMAN,MT,45.707153,-110.9878
693,5,2,1,29615,GREENVILLE,SC,34.866801,-82.31739
694,6,2,5,30117,CARROLLTON,GA,33.588486,-85.1062
695,7,3,2,49546,GRAND RAPIDS,MI,42.927801,-85.54582
696,9,2,1,60451,NEW LENOX,IL,41.509231,-87.96475
697,26,10,14,48328,WATERFORD,MI,42.642302,-83.35133
698,11,3,2,98506,OLYMPIA,WA,47.069339,-122.87249
699,249,18,17,24333,GALAX,VA,36.649548,-80.92683
700,100,17,10,48060,PORT HURON,MI,42.978974,-82.44402
701,116,5,78,98405,TACOMA,WA,47.248953,-122.46599
702,699,13,122,37919,KNOXVILLE,TN,35.922881,-84.00384
703,83,10,39,35235,BIRMINGHAM,AL,33.609779,-86.65507
704,9,3,2,08080,SEWELL,NJ,39.74953,-75.10637
705,6,2,2,35903,GADSDEN,AL,33.996698,-85.92496
706,10,2,1,37043,CLARKSVILLE,TN,36.506407,-87.2572
707,6,2,1,77539,DICKINSON,TX,29.468772,-95.02689
708,6,2,1,92648,HUNTINGTON BEACH,CA,33.673468,-118.00243
709,4,2,1,97209,PORTLAND,OR,45.52889,-122.68458
710,18,2,2,14787,WESTFIELD,NY,42.327029,-79.57301
711,3,2,1,77474,SEALY,TX,29.776375,-96.16474
712,309,24,27,43617,TOLEDO,OH,41.667361,-83.71609
713,5,3,1,68138,LA VISTA,NE,41.175935,-96.13394
714,6,2,1,07932,FLORHAM PARK,NJ,40.77835,-74.39009
715,3,2,1,92311,BARSTOW,CA,34.894181,-117.03636
716,17,3,1,85020,PHOENIX,AZ,33.563663,-112.05519
717,8,3,2,32011,CALLAHAN,FL,30.567684,-81.84051
718,28,2,1,07652,PARAMUS,NJ,40.947107,-74.07047
719,19,2,1,23666,HAMPTON,VA,37.050946,-76.40711
720,6,3,2,98030,KENT,WA,47.369098,-122.192276
721,10,3,2,15044,GIBSONIA,PA,40.631011,-79.95766
722,3,4,3,48167,NORTHVILLE,MI,42.425506,-83.48945
723,61,2,1,46143,GREENWOOD,IN,39.601649,-86.12734
724,8,3,5,75701,TYLER,TX,32.325214,-95.29467
725,2289,47,235,76502,TEMPLE,TX,31.086483,-97.40076
726,14,2,1,10533,IRVINGTON,NY,41.039005,-73.8635
727,3,2,1,52310,MONTICELLO,ID,42.221176,-91.19335
728,13,6,3,47905,LAFAYETTE,IN,40.41836,-86.81847
729,6,2,3,01757,MILFORD,MA,42.149176,-71.52149
730,11,3,3,37067,FRANKLIN,TN,35.921811,-86.7952
731,11,2,1,89511,RENO,NV,39.403178,-119.7606
732,3,5,3,19082,UPPER DARBY,PA,39.958512,-75.26856
733,17,2,1,96753,KIHEI,HI,20.771418,-156.45769
734,677,61,97,38771,RULEVILLE,MS,33.732774,-90.53427
735,4,2,1,36027,EUFAULA,AL,31.876168,-85.17362
736,10,4,3,43614,TOLEDO,OH,41.60135,-83.62611
737,81,9,20,98221,ANACORTES,WA,48.495234,-122.61976
738,76,11,11,48307,ROCHESTER HILLS,MI,42.662293,-83.12781
739,10,2,3,33321,TAMARAC,FL,26.211122,-80.2631
740,3,2,1,76301,WICHITA FALLS,TX,33.916497,-98.47132
741,16,2,1,07643,LITTLE FERRY,NJ,40.850621,-74.04112
742,5,2,1,62246,GREENVILLE,IL,38.889355,-89.40987
743,26,2,1,72703,FAYETTEVILLE,AR,36.107078,-94.11592
744,5,2,1,29501,FLORENCE,SC,34.195705,-79.80977
745,7,3,4,44512,BOARDMAN,OH,41.032675,-80.66467
746,5,2,2,33406,PALM SPRINGS,FL,26.659294,-80.09118
747,14,2,1,78539,EDINBURG,TX,26.344128,-98.18011
748,20,2,1,97132,NEWBERG,OR,45.310304,-122.972
749,6,3,1,59718,BOZEMAN,MT,45.680811,-111.137
750,7,2,1,90036,LOS ANGELES,CA,34.07036,-118.34926
751,7,3,2,46312,EAST CHICAGO,IN,41.639735,-87.46084
752,11,2,9,67401,SALINA,KS,38.827875,-97.61553
753,10,3,2,28110,MONROE,NC,35.031947,-80.56002
754,2,2,2,27909,ELIZABETH CITY,NC,36.293192,-76.23692
755,2,2,2,92835,FULLERTON,CA,33.903164,-117.91224
756,5,2,1,21117,OWINGS MILLS,MD,39.419105,-76.78388
757,30,2,21,27615,RALEIGH,NC,35.891726,-78.63203
758,4,2,2,17013,CARLISLE,PA,40.203458,-77.19987
759,18,2,1,76092,SOUTHLAKE,TX,32.946678,-97.14523
760,215,30,92,35758,MADISON,AL,34.715065,-86.73964
761,7,9,6,48124,DEARBORN,MI,42.294987,-83.25049
762,57,4,5,60467,ORLAND PARK,IL,41.598255,-87.89201
763,26,2,1,80012,AURORA,CO,39.698387,-104.83956
764,2,2,2,60098,WOODSTOCK,IL,42.316121,-88.43884
765,7,3,2,94538,FREMONT,CA,37.527237,-121.9679
766,3,2,1,91324,NORTHRIDGE,CA,34.240353,-118.55038
767,35,9,1,08540,PRINCETON,NJ,40.357439,-74.64922
768,560,22,74,97527,GRANTS PASS,OR,42.405162,-123.3624
769,10,2,1,18704,KINGSTON,PA,41.274748,-75.89076
770,23,2,1,29801,AIKEN,SC,33.569885,-81.71368
771,6,3,2,60462,ORLAND PARK,IL,41.623532,-87.83542
772,56,10,12,02184,BRAINTREE,MA,42.209555,-70.99968
773,9,2,2,49441,NORTON SHORES,MI,43.199364,-86.2668
774,4,3,3,48336,FARMINGTON HILLS,MI,42.458502,-83.3464
775,24,3,4,78582,RIO GRANDE CITY,TX,26.445982,-98.69332
776,6,2,1,08824,KENDALL PARK,NJ,40.423055,-74.55352
777,102,9,14,67156,WINFIELD,KS,37.256575,-96.97885
778,7,2,1,19610,WYOMISSING,PA,40.335023,-75.97099
779,7,2,1,34996,STUART,FL,27.195927,-80.21143
780,77,9,6,07712,OCEAN,NJ,40.232713,-74.03143
781,3,2,1,97423,COQUILLE,OR,43.187219,-124.16396
782,113,2,39,23507,NORFOLK,VA,36.864047,-76.29947
783,185,10,42,33316,FORT LAUDERDALE,FL,26.101114,-80.12931
784,40,2,1,96819,HONOLULU,HI,21.3452,-157.88165
785,14,3,2,83404,IDAHO FALLS,ID,43.465998,-112.01425
786,6,2,1,27804,ROCKY MOUNT,NC,35.973773,-77.82694
787,4,2,1,19904,DOVER,DE,39.161639,-75.5587
788,3,2,3,39232,FLOWOOD,MS,32.311287,-90.397157
789,13,2,1,80014,AURORA,CO,39.665637,-104.83421
790,4,3,3,75244,DALLAS,TX,32.922624,-96.83616
791,13,3,2,33143,MIAMI,FL,25.702929,-80.29642
792,29,7,9,48310,STERLING HEIGHTS,MI,42.563644,-83.07158
793,12,2,1,49546,GRAND RAPIDS,MI,42.927801,-85.54582
794,89,3,77,20176,LEESBURG,VA,39.138978,-77.54519
795,4,2,1,44060,MENTOR,OH,41.688162,-81.33378
796,4,3,2,48360,LAKE ORION,MI,42.74628,-83.2612
797,285,28,35,92404,SAN BERNARDINO,CA,34.14856,-117.26298
798,3,2,1,33901,FORT MYERS,FL,26.62365,-81.8727
799,73,13,13,11772,EAST PATCHOGUE,NY,40.770898,-73.00213
800,17,2,1,80112,CENTENNIAL,CO,39.579454,-104.88288
801,14,2,2,77573,LEAGUE CITY,TX,29.502759,-95.08906
802,14,4,4,07645,MONTVALE,NJ,41.048997,-74.04052
803,46,3,1,88008,SANTA TERESA,NM,31.879712,-106.71763
804,3,2,1,20166,STERLING,VA,39.004276,-77.43442
805,3,2,3,48471,SANDUSKY,MI,43.418054,-82.83687
806,8,3,3,33183,MIAMI,FL,25.699968,-80.40811
807,78,2,2,92868,ORANGE,CA,33.787266,-117.87494
808,15,2,1,30331,ATLANTA,GA,33.715558,-84.52728
809,15,2,1,22191,WOODBRIDGE,VA,38.63275,-77.26786
810,31,4,5,79045,HEREFORD,TX,34.854898,-102.41824
811,4,3,4,11795,WEST ISLIP,NY,40.713459,-73.3001
812,6,2,1,48307,ROCHESTER HILLS,MI,42.662293,-83.12781
813,4,2,1,76132,FORT WORTH,TX,32.670345,-97.4143
814,3,2,2,75074,PLANO,TX,33.028921,-96.68102
815,3,2,2,64744,EL DORADO SPRINGS,MO,37.853003,-94.00271
816,36,9,4,33410,PALM BEACH GARDENS,FL,26.839588,-80.08824
817,4,2,2,08691,HAMILTON,NJ,40.207034,-74.59364
818,3,2,1,77840,COLLEGE STATION,TX,30.614647,-96.32641
819,2,2,2,07432,MIDLAND PARK,NJ,40.99312,-74.14286
820,5,2,1,48322,WEST BLOOMFIELD,MI,42.541268,-83.37551
821,9,3,2,83706,BOISE,ID,43.593523,-116.19903
822,5,3,2,33837,DAVENPORT,FL,28.223014,-81.63131
823,6,2,1,45434,BEAVERCREEK,OH,39.719092,-84.03808
824,12,2,1,32308,TALLAHASSEE,FL,30.531677,-84.16049
